PT	AU	TI	PY	SO	SE	BP	EP	AB	DT	PD	DI	methods	domains	IF	Cite	partition
C	Ye, Yiming; Xu, Bin; Zhang, Jiangfeng; Lawler, Benjamin; Ayalew, Beshah	Reinforcement Learning-Based Energy Management System Enhancement Using Digital Twin for Electric Vehicles	2022	2022 IEEE VEHICLE POWER AND PROPULSION CONFERENCE (VPPC)	IEEE Vehicle Power and Propulsion Conference			Compared to conventional engine-based powertrains, electrified powertrain exhibit increased energy efficiency and reduced emissions, making electrification a key goal for the automotive industry. For a vehicle with hybrid energy storage system, its performance and lifespan are substantially affected by the energy management system. Reinforcement learning-based methods are gaining popularity in vehicle energy management, but most of the literature in this area focus on pure simulation while hardware implementation is still limited. This paper introduces the digital twin methodology to enhance the Q-learning-based energy management system for battery and ultracapacitor electric vehicles. The digital twin model can exploit the bilateral interdependency between the virtual model and the actual system, which improves the control performance of the energy management system. The physical model is established based on a hardware-in-the-loop simulation platform. In addition, battery degradation is also considered for prolonging the battery lifespan to reduce the operating cost. The validation results of the trained reinforcement learning agent illustrate that the digital twin-enhanced Q-learning energy management system improves the energy efficiency by 4.36% and the battery degradation is reduced by 25.28%.	Proceedings Paper	2022	10.1109/VPPC55846.2022.10003411	[]	[]	-1	-1	-1
B	Hua, R.; Tao, F.; Fu, Z.; Zhu, L.	A Deep Reinforcement Learning-Based Energy Management Optimization for Fuel Cell Hybrid Electric Vehicle Considering Recent Experience	2024	Cognitive Systems and Information Processing: 8th International Conference, ICCSIP 2023, Revised Selected Papers. Communications in Computer and Information Science (1918)		374	86	This study emphasizes a recent experience sampling method in conjunction with Deep Deterministic Policy Gradient (DDPG) to enhance the training speed and improve the training outcomes. Firstly, to ensure the safe operation of the battery and energy storage system under peak power, a power demand decoupling method based on frequency domain is proposed to achieve power stratification. Subsequently, a multi-objective equivalent consumption minimization strategy model is established based on the data types of the experimental platform, and the improved DDPG algorithm is employed to solve it. Finally, simulation results demonstrate that compared to conventional DDPG algorithms, the improved DDPG algorithm can enhance efficiency by an average of 2.02%.	Conference Paper	2024	10.1007/978-981-99-8018-5_28	[]	[]	-1	-1	-1
J	Lee, Joash; Niyato, Dusit; Guan, Yong Liang; Kim, Dong In	Learning to Schedule Joint Radar-Communication With Deep Multi-Agent Reinforcement Learning	2022	IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY		406	422	Radar detection and communication are two essential sub-tasks for the operation of next-generation autonomous vehicles (AVs). The forthcoming proliferation of faster 5G networks utilizing mmWave has raised concerns on interference with automotive radar sensors, which has led to a body of research on Joint Radar-Communication (JRC). This paper considers the problem of time-sharing for JRC, with the additional simultaneous objective of minimizing the average age of information (AoI) transmitted by a JRC-equipped AV. We first formulate the problem as a Markov Decision Process (MDP). We then propose a more general multi-agent system, with an appropriate medium access control (MAC) protocol, which is formulated as a partially observed Markov game (POMG). To solve the POMG, we propose a multi-agent extension of the Proximal Policy Optimization (PPO) algorithm, along with algorithmic features to enhance learning from raw observations. Simulations are run with a range of environmental parameters to mimic variations in real-world operation. The results show that the chosen deep reinforcement learning methods allow the agents to obtain strong performance with minimal a priori knowledge about the environment.	Article	JAN 2022	10.1109/TVT.2021.3124810	[]	[]	-1	-1	-1
B	Hu, Anran	Learning in Mean-Field Games and Continuous-Time Stochastic Control Problems	2022						Dissertation/Thesis	Jan 01 2022		[]	[]	-1	-1	-1
P	WANG Y; ZHAO J; WEI J; CHI P	Unmanned aerial vehicle cluster cooperative attack            and defense decision making method, involves            constructing capture strategy by action space of            vehicle cluster, and using training to obtain action            strategy to attack and defend against vehicle						NOVELTY - The method involves establishing an unmanned aerial vehicle cluster attack resistance task model. An unmanned aerial vehicle cluster is sent to perform intercepting and intercepting of an enemy unmanned aerial vehicle task. A movement model of an unmanned vehicle and an enemy unmanned aerial vehicle is established. A motion model of the unmanned aerial vehicle group and the enemy unmanned aerial vehicle are established. An action mode is selected according to a state of the enemy unmanned aerial vehicle. Multi-intelligent body reinforcement learning training process is performed to train the unmanned aerial vehicle group strategy network to obtain an action strategy. The Multi-intelligent body reinforcement learning training process is used to obtain the action strategy to attack and defend the enemy unmanned aerial vehicle. USE - Unmanned aerial vehicle cluster cooperative attack and defense decision making method. ADVANTAGE - The method enables avoiding dimensional disaster problem caused by directly training large-scale unmanned aerial vehicle cluster so as to improve expansibility of a cluster number and success rate of an attacking and defending against task. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic view of a unmanned aerial vehicle cluster cooperative attack and defense decision making method. (Drawing includes non-English language text).				[]	[]	-1	-1	-1
C	Feher, Arpad; Aradi, Szilard; Becsi, Tamas	Q-learning based Reinforcement Learning Approach for Lane Keeping	2018	2018 18TH IEEE INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE AND INFORMATICS (CINTI)	International Symposium on Computational Intelligence and Informatics	31	35	The paper presents the application of a Q-learning reinforcement learning method in the area of vehicle control. The purpose of the research presented is to design an end-to-end behavior control of a kinematic vehicle model placed in a simulated race track environment, by using reinforcement learning approach. The varied trajectory of the track to provide different situations for the agent. The environment sensing model is based on high-level sensor information. Track curvature, lateral position, and relative yaw angle can be reached from the current automotive sensors, such as camera or IMU based systems. The objectives were reached through the definition of a rewarding system, with subrewards and penalties enforcing lane keeping. After the description of the theoretical basis the environment model with the reward function is detailed. Finally the experiments with the learning process are presented and the results of the evaluation are given from some aspects of control quality and safety.	Proceedings Paper	2018		[]	[]	-1	-1	-1
P	DAI Z; LIU C; YE Y	Space-ground cooperative sensing method for            exploring personality and cooperative characteristic of            unmanned population, involves using self-supervised            classifier to define internal reward based on            characteristic characteristic						NOVELTY - The method involves collecting data from each interest point under a space cooperation group sensing scene by an unmanned group. The total available spectrum of all interest points is divided into Z sub-channels based on space-based non-orthogonal multiple access technology. The data collecting event of each sub-channel z is represented by a tuple (u, g, i, i, i, and i, z, t, where i and i' represent the interest point accessed by the unmanned aerial vehicle and the unmanned vehicle. The local observation is obtained from an environment outside the reward and the next time slot from the environment according to the movement condition of the current time slot and the data collection condition. The simulation platform calculates the value function in the multi-agent actor-evaluation depth reinforcement learning method. USE - Space-ground cooperative sensing method for exploring personality and cooperative characteristic of unmanned population e.g. unmanned aerial vehicle and ground unmanned population e.g. unmanned vehicle. ADVANTAGE - The method uses the self-supervised classifier to define the internal reward, based on the characteristic characteristic generation of the reward, thus effectively making the unmanned aerial vehicle and the unmanned vehicle to reach better space division, and hence greatly improving the task efficiency. DESCRIPTION Of DRAWING(S) - The drawing shows a flowchart illustrating a space-ground cooperative sensing method (Drawing includes Non-English language text).				[]	[]	-1	-1	-1
C	Elmalaki, Salma	MAConAuto: Framework for Mobile-Assisted Human-in-the-Loop Automotive System	2022	2022 IEEE INTELLIGENT VEHICLES SYMPOSIUM (IV)	IEEE Intelligent Vehicles Symposium	740	749	Automotive is becoming more and more sensor-equipped. Collision avoidance, lane departure warning, and self-parking are examples of applications becoming possible with the adoption of more sensors in the automotive industry. Moreover, the driver is now equipped with sensory systems like wearables and mobile phones. This rich sensory environment and the real-time streaming of contextual data from the vehicle make the human factor integral in the loop of computation. By integrating the human's behavior and reaction into the advanced driver-assistance systems (ADAS), the vehicles become a more contextaware entity. Hence, we propose MAConAuto, a framework that helps design human-in-the-loop automotive systems by providing a common platform to engage the rich sensory systems in wearables and mobile to have context-aware applications. By personalizing the context adaptation in automotive applications, MAConAuto learns the behavior and reactions of the human to adapt to the personalized preference where interventions are continuously tuned using Reinforcement Learning. Our general framework satisfies three main design properties, adaptability, generalizability, and conflict resolution. We show how MAConAuto can be used as a framework to design two applications as human-centric applications, forward collision warning, and vehicle HVAC system with negligible time overhead to the average human response time.	Proceedings Paper	2022	10.1109/IV51971.2022.9827415	[]	[]	-1	-1	-1
P	LEE S	Vehicle manufacturing process monitoring system, has artificial neural network model for configuring component and assembly unit based on big data, and failure analysis unit for updating threshold value based on reinforcement learning						NOVELTY - The system (100) has a defect analysis unit for detecting defect type based on process data. A display unit outputs status of a production line in which defect type is detected, where the defect type includes injection defect, assembly defect, stain defect, crack defect, paint defect and foreign substance defect. A management server (200) builds big data based on the process data. An artificial neural network model configures component and assembly unit based on the big data. A failure analysis unit updates threshold value based on reinforcement learning. USE - Vehicle manufacturing process monitoring system. ADVANTAGE - The system detects defective parts by monitoring production status of automotive components. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic diagram of a vehicle manufacturing process monitoring system. (Drawing includes non-English language text).System (100)Management server (200)				[]	[]	-1	-1	-1
J	Leng, Jinling; Jin, Chun; Vogl, Alexander; Liu, Huiyu	Deep reinforcement learning for a color-batching resequencing problem	2020	JOURNAL OF MANUFACTURING SYSTEMS		175	187	In automotive paint shops, changes of colors between consecutive production orders cause costs for cleaning the painting robots. It is a significant task to re-sequence orders and group orders with identical color as a color batch to minimize the color changeover costs. In this paper, a Color-batching Resequencing Problem (CRP) with mix bank buffer systems is considered. We propose a Color-Histogram (CH) model to describe the CRP as a Markov decision process and a Deep Q-Network (DQN) algorithm to solve the CRP integrated with the virtual car resequencing technique. The CH model significantly reduces the number of possible actions of the DQN agent, so that the DQN algorithm can be applied to the CRP at a practical scale. A DQN agent is trained in a deep reinforcement learning environment to minimize the costs of color changeovers for the CRP. Two experiments with different assumptions on the order attribute distributions and cost metrics were conducted and evaluated. Experimental results show that the proposed approach outperformed conventional algorithms under both conditions. The proposed agent can run in real time on a regular personal computer with a GPU. Hence, the proposed approach can be readily applied in the production control of automotive paint shops to resolve order-resequencing problems.	Article	JUL 2020	10.1016/j.jmsy.2020.06.001	[]	[]	-1	-1	-1
J	Zhou, Juanying; Zhao, Jianyou; Wang, Lufeng	An Energy Management Strategy of Power-Split Hybrid Electric Vehicles Using Reinforcement Learning	2022	MOBILE INFORMATION SYSTEMS				With the rapid development of science and technology, the automobile industry is also gradually expanding due to which energy security and ecological security are seriously threatened. This paper was aimed at studying the energy organization strategy of power-split hybrid electric vehicles based on a reinforcement learning algorithm. A power-split hybrid electric vehicle (HEV) combines the advantages of both series and parallel hybrid vehicle architectures by using a planetary gear set to split and combine the power generated by electric machines and a combustion engine. This improves the fuel economy to some extent. However, to increase the fuel economy to a greater extent. This study primarily introduces the hybrid electric vehicle's structure and presents a reinforcement learning-based management of energy approach for hybrid electric vehicles. It constructs the vehicle power model of HEV and Markov probability transfer model, then designs the energy control strategy based on reinforcement learning, and finally compares it with the energy control strategy based on PID (Proportional-IntegralDerivative). Using MATLAB/Simulink, the cycle conditions of NEDC (New European Driving Cycle) and FTP-75 (Federal Test Procedure) are selected to carry out simulation experiments. The energy management technique suggested in this study, which is based on reinforcement learning, may efficiently enhance the usage rate of automotive gasoline. The replication results show that the fuel consumption per 100 km (kilometers) based on reinforcement learning management strategy is 4.6% and 2.7% lower than the PID management strategy under two working conditions. The economy of fuel of the hybrid electric vehicle is also effectively improved.	Article	APR 21 2022	10.1155/2022/9731828	[]	[]	-1	-1	-1
J	Leal-Millan, Antonio; Luis Roldan, Jose; Leal-Rodriguez, Antonio L.; Ortega-Gutierrez, Jaime	IT and relationship learning in networks as drivers of green innovation and customer capital: evidence from the automobile sector	2016	JOURNAL OF KNOWLEDGE MANAGEMENT		444	464	Purpose - Despite the positive effects of customer capital (CC), questions remain over how managers enable CC growth by applying their skills and capabilities through managerial actions and strategies, such as developing information technology (IT) capability, fostering relationship learning (RL) activities and developing green innovation performance (GIP) with clients. These questions are especially pertinent in small and medium-sized enterprises and automotive industry companies that operate through supply chains, where knowledge about customers is likely to result from personal contact between customers and organisational members. The purpose of this paper is to analyse the extent to which these managerial actions were more likely to lead to the successful creation of CC.Design/methodology/approach - Using the partial least squares technique, this paper studies how these three managerial actions impact on CC. To do so, data from 140 companies in the Spanish automotive components manufacturing sector have been used.Findings - The findings support the influence of RL on both GIP and CC. RL is a key managerial action in exploiting customer information and knowledge advantages, enabling firms to structure and reconfigure resources to produce new ways to compete and to satisfy stakeholders. In addition, results show that GIP is a determinant of CC because of its contribution to achieving sustainable competitive advantage, with GIP performing a mediating role in the relationship between RL and CC. A second contribution shows that IT is not in itself able to yield a competitive advantage, thereby validating the existence of complementary or co-focused strategic assets such as RL and GIP, which enhance IT's influence on CC.Research limitations/implications - The authors were unable to explore the subtleties of the processes over time. Future research should include a longitudinal study.Practical implications - This study considers RL an essential factor in achieving both GIP and CC. Consequently, managers should seek to build strong RL cultures. In addition, this study shows that IT is not in itself able to yield a competitive advantage, thereby validating the existence of complementary or co-focused strategic assets such as RL and GIP.Originality/value - No study has ever examined these three antecedent variables (IT, RL and GIP) together, with the aim to examine their effects on CC.	Article	2016	10.1108/JKM-05-2015-0203	[]	[]	-1	-1	-1
P	HUANG Y; LI K; LIU J; ZHE D; LI C	Rubber composition used for manufacturing inside and outside layer of automotive power steering high-pressure hose, contains acid scavenger, antioxidant, processing aid, plasticizer, precipitated barium sulfate, carbon black and silica						NOVELTY - A rubber composition comprises 100 wt.% chlorinated polyethylene rubber, 10-20 wt.% acid scavenger, 1-3 wt.% organotin stabilizing agent, 0.5-2 wt.% antioxidant, 0.5-3 wt.% processing aid, 15-40 wt.% plasticizer, 5-15 wt.% precipitated barium sulfate, 25-100 wt.% carbon black, 5-30 wt.% silica, 3-5 wt.% adhesive RL, 1.5-3 wt.% crosslinking aid and 1-4 wt.% peroxide-based crosslinking agent. USE - Rubber composition is used for manufacturing inside and outside layer of automotive power steering high-pressure hose. ADVANTAGE - The economical rubber composition has excellent high-temperature resistance, oil resistance, extracting property and adhesiveness with fiber-reinforced layer under high temperature and pressure for long period of time. DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for production of rubber composition, which involves mixing chlorinated polyethylene rubber, acid scavenger, organotin stabilizing agent, antioxidant, processing aid, plasticizer, precipitated barium sulfate, carbon black, silica and adhesive RL, adding crosslinking aid and peroxide-based crosslinking agent, heating to 120-135 degrees C for 2-5 minutes, and discharging.				[]	[]	-1	-1	-1
P	MATSUNAMI N; ITO M; KATAOKA Y	Learning device for allowing learned model to-be            installed in computer in e.g. aircrafts, in wireless            communication system, has model selection unit            selecting learned model that satisfies performance            requirement when model evaluation unit determines						NOVELTY - The device has a setting unit for setting a requirement value for a predetermined parameter of a communication device controlled by a computer using a learned model. A reinforcement learning unit allows the learning model to learn such that a reward given in a predetermined environment is maximized. A model selection unit selects the learned model to be installed in the computer, when a model evaluation unit determines that performance of the model updated to another requirement value satisfies a performance requirement as the model to-be-installed in the computer. The updating unit changes the latter requirement value. USE - Learning device for allowing a learned model to-be installed in a computer in an unmanned vehicle such as aircrafts, ships and vehicles, in a wireless communication system (all claimed). ADVANTAGE - The device creates a surplus in resources of the wireless communication line so as to expand functions such as effective communication range and function enhancement, thus improving encryption strength, reducing weight and power consumption of the communication device and preventing interference with other stations. DETAILED DESCRIPTION - INDEPENDENT CLAIMS are included for: (1) an unmanned vehicle; (2) a wireless communication system; (3) a learning method for allowing a learned model to be installed in a computer to learn; (4) a non-transitory computer-readable storage medium storing a set of instructions for allowing a learned model to be installed in a computer to learn. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic view of a learning device for allowing a learned model to-be installed in a computer in an unmanned vehicle.2Agent4Environment				[]	[]	-1	-1	-1
C	Inuzuka, Shota; Xu, Fuguo; Zhang, Bo; Shen, Tielong	Reinforcement Learning based on Energy Management Strategy for HEVs	2019	2019 IEEE VEHICLE POWER AND PROPULSION CONFERENCE (VPPC)	IEEE Vehicle Power and Propulsion Conference			This paper presents a new architecture of real-time HEV's energy management problem under a V2V and V21 environment using policy-based deep reinforcement learning. The ideal energy management controller that minimizes HEV energy costs needs to run engines most efficiently in the whole running considering battery SoC. The controller needs to predict the future vehicle speed and plan the power distribution to achieve it because the thermal efficiency of engines is more efficient when its rotational speed is higher. The future vehicle speed has relationship with connectivity information such as the behavior of the car in front, the traffic light signals, crowd of cars, and so on. This paper assumes the connectivity environment in the future and applies proximal policy optimization (PPO) [5] that is known as policy-based deep reinforcement learning algorithm to achieve the optimal power distribution predicting the future behavior by using connectivity information. In addition, this paper shows that locating the local controller in the reinforcement learning loop enables the AI controller to learn robustly. The local controller corrects against an exploration that is obviously not optimal or doesn't satisfy the constraints.	Proceedings Paper	2019	10.1109/vppc46532.2019.8952511	[]	[]	-1	-1	-1
B	Yan, Z.; Tabassum, H.	Reinforcement Learning for Joint V2I Network Selection and Autonomous Driving Policies	2022	GLOBECOM 2022 - 2022 IEEE Global Communications Conference		1241	6	Vehicle-to-Infrastructure (V2I) communication is becoming critical for the enhanced reliability of autonomous vehicles (AVs). However, the uncertainties in the road-traffic and AVs' wireless connections can severely impair timely decision-making. It is thus critical to simultaneously optimize the AVs' network selection and driving policies in order to minimize road collisions while maximizing the communication data rates. In this paper, we develop a reinforcement learning (RL) framework to characterize efficient network selection and autonomous driving policies in a multi-band vehicular network (VNet) operating on conventional sub-6GHz spectrum and Terahertz (THz) frequencies. The proposed framework is designed to (i) maximize the traffic flow and minimize collisions by controlling the vehicle's motion dynamics (i.e., speed and acceleration) from autonomous driving perspective, and (ii) maximize the data rates and minimize handoffs by jointly controlling the vehicle's motion dynamics and network selection from telecommunication perspective. We cast this problem as a Markov Decision Process (MDP) and develop a deep Q-learning based solution to optimize the actions such as acceleration, deceleration, lane-changes, and AV-base station assignments for a given AV's state. The AV's state is defined based on the velocities and communication channel states of AVs. Numerical results demonstrate interesting insights related to the inter-dependency of vehicle's motion dynamics, handoffs, and the communication data rate. The proposed policies enable AVs to adopt safe driving behaviors with improved connectivity.	Conference Paper	2022	10.1109/GLOBECOM48099.2022.10001396	[]	[]	-1	-1	-1
B	Buddareddygari, Prasanth	Physically Realizable Targeted Adversarial Attacks on Autonomous Driving	2021						Dissertation/Thesis	Jan 01 2021		[]	[]	-1	-1	-1
C	Feher, Arpad; Aradi, Szilard; Hegedus, Ferenc; Becsi, Tamas; Gaspar, Peter	Hybrid DDPG Approach for Vehicle Motion Planning	2019	ICINCO: PROCEEDINGS OF THE 16TH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL 1		422	429	The paper presents a motion planning solution which combines classic control techniques with machine learning. For this task, a reinforcement learning environment has been created, where the quality of the fulfilment of the designed path by a classic control loop provides the reward function. System dynamics is described by a nonlinear planar single track vehicle model with dynamic wheel mode model. The goodness of the planned trajectory is evaluated by driving the vehicle along the track. The paper shows that this encapsulated problem and environment provides a one-step reinforcement learning task with continuous actions that can be handled with Deep Deterministic Policy Gradient learning agent. The solution of the problem provides a real-time neural network-based motion planner along with a tracking algorithm, and since the trained network provides a preliminary estimate on the expected reward of the current state-action pair, the system acts as a trajectory feasibility estimator as well.	Proceedings Paper	2019	10.5220/0007955504220429	[]	[]	-1	-1	-1
J	Mirza, Muhammad Ayzed; Yu, Junsheng; Raza, Salman; Krichen, Moez; Ahmed, Manzoor; Khan, Wali Ullah; Rabie, Khaled; Shongwe, Thokozani	DRL-assisted delay optimized task offloading in automotive-industry 5.0 based VECNs	2023	JOURNAL OF KING SAUD UNIVERSITY-COMPUTER AND INFORMATION SCIENCES				The rapid growth of Automotive-Industry 5.0 and its emergence with beyond fifth-generation (B5G) communications, is making vehicular edge computing networks (VECNs) increasingly complex. The latency constraints of modern automotive applications make it difficult to run complex applications on vehicle on-board units (OBUs). While multi-access edge computing (MEC) can facilitate task offloading to execute these applications, it is still a challenge to access them promptly and optimally. Traditional algorithms struggle to guarantee accuracy in such dynamic environment, but deep reinforcement learning (DRL) methods offer improved accuracy, robustness, and real-time decision-making capabilities. In this paper, we propose a DRL-based mobility, contact, and load aware cooperative task offloading (DCTO) scheme. DCTO is designed for both cellular and mmWave radio access technologies (RATs), and both binary and partial offloading mechanisms. DCTO targets delay minimization by opportunistically switching RATs and offloading mechanisms. We consider relative efficacy and neutrality factors as key performance indicators and use them to derive the DRL agent's reward function. Extensive evaluations demonstrate that the DCTO scheme exhibits a substantial enhancement in task success rate, with an increase from 2.61% to 21.34%. It also improves the efficacy factor from 1.38 to 3.52 and reduces the neutrality factor from 4.99 to 0.76. Furthermore, the average task processing time is reduced by a range of 3.77% to 24.15%. Additionally, the DCTO scheme outperforms the other evaluated schemes in terms of reward and TFPS ratio.(c) 2023 The Author(s). Published by Elsevier B.V. on behalf of King Saud University. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).	Article; Early Access		10.1016/j.jksuci.2023.02.013	[]	[]	-1	-1	-1
P	DU C; ZHANG H; JIA Z; TIE Y; LIU Y	Unmanned aerial vehicle track planning optimizing            method for use in e.g. intelligent agriculture            application, involves outputting optimal flight            strategy of unmanned vehicle through decision model            after strengthening learning						NOVELTY - The method involves pre-setting an internet-of-things system model, a channel model and an energy consumption model. A pre-deployment track of an unmanned aerial vehicle is obtained through the internet-of-things system model. An information age model is used to measure an information age. A decision model related to the optimal track of the unmanned aerial vehicle is established. Reinforcement learning to the decision model is performed by an improved algorithm. An optimal flight strategy of the unmanned vehicle is output through a decision model after strengthening learning. USE - Unmanned aerial vehicle track planning optimizing method for use in real-time sensing applications. Uses include but are not limited to intelligent agriculture application, intelligent automobile application, outdoor disaster monitoring application, and indoor health detection application. ADVANTAGE - An age-of-information-oriented unmanned aerial vehicle track planning algorithm is designed by a multi-agent deep strengthening learning algorithm to improve a depth Q network. DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for an unmanned aerial vehicle track planning optimizing system. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic view of a unmanned aerial vehicle track planning optimizing system. (Drawing includes non-English language text).				[]	[]	-1	-1	-1
B	Yu, Gening	Road following using neural networks and reinforcement learning	1995						Dissertation/Thesis	Jan 01 1995		[]	[]	-1	-1	-1
J	Zhaojian Li; Tianshu Chu; Kolmanovsky, I.V.; Xiang Yin; Xunyuan Yin	Cloud Resource Allocation for Cloud-Based Automotive Applications [arXiv]	2017	arXiv		10 pp.	10 pp.	"There is a rapidly growing interest in the use of cloud computing for automotive vehicles to facilitate computation and data intensive tasks. Efficient utilization of on-demand cloud resources holds a significant potential to improve future vehicle safety, comfort, and fuel economy. In the meanwhile, issues like cyber security and resource allocation pose great challenges. In this paper, we treat the resource allocation problem for cloud-based automotive systems. Both private and public cloud paradigms are considered where a private cloud provides an internal, company-owned internet service dedicated to its own vehicles while a public cloud serves all subscribed vehicles. This paper establishes comprehensive models of cloud resource provisioning for both private and public cloud-based automotive systems. Complications such as stochastic communication delays and task deadlines are explicitly considered. In particular, a centralized resource provisioning model is developed for private cloud and chance constrained optimization is exploited to utilize the cloud resources for best Quality of Services. On the other hand, a decentralized auction-based model is developed for public cloud and reinforcement learning is employed to obtain an optimal bidding policy for a ""selfish"" agent. Numerical examples are presented to illustrate the effectiveness of the developed techniques."	Journal Paper	17 Jan. 2017		[]	[]	-1	-1	-1
P	WANG H; ZHANG Q; WANG X; MENG R; ZHANG Z; WANG J	Method for realizing communication operation of            multi-intelligent system based on edge enhancement by            using computer device, involves deploying training            structure frame on centralized system platform, and            performing intelligent communication operation between            two intelligent bodies						NOVELTY - The method involves constructing a multi-intelligent system and an edge enhancement the neural network. A node of an intelligent body and multi-dimensional edge information are generated. A value function is generated by using a single-modulation network structure. Multi-intelligent body-reinforcement learning training operation is performed. A network model is deployed to a multi-intelligent system platform. A training structure frame is deployed on a centralized system platform. Intelligent communication operation is performed between two intelligent bodies. USE - Method for realizing communication operation of a multi-intelligent system during game multi-role decision operation and unmanned vehicle driving decision operation based on edge enhancement by using a computer device (claimed). ADVANTAGE - The method enables increasing communication efficiency among multiples intelligent bodies. The method enables increasing convergence speed and yield effect. DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for a computer readable storage medium. DESCRIPTION Of DRAWING(S) - The drawing shows a flow diagram illustrating a method for realizing communication operation of a multi-intelligent system during game multi-role decision operation and unmanned vehicle driving decision operation based on edge enhancement by using a computer device. (Drawing includes non-English language text).				[]	[]	-1	-1	-1
C	Omatseye, Oritsegbubemi; Urbanic, R. Jill	System reconfiguration for reverse logistics: A case study	2022	IFAC PAPERSONLINE		115	120	Manufacturers need to effectively address returned products in their system, and challenges occur in the remanufacturing processes due to the uncertainty related to the quantities and quality of the returned components. This research focuses on identifying the challenges encountered in a remanufacturing Reverse Logistics (RL) system and are illustrated with an automotive case study. Lean Six-sigma techniques are used to find these issues encountered in the RL process or system, and a linear programming approach is taken to reconfigure the system to improve the throughput. Additional analyses need to be performed to explore the influence of different production strategies and system layouts. Copyright (C) 2022 The Authors.	Proceedings Paper; Early Access		10.1016/j.ifacol.2022.09.377	[]	[]	-1	-1	-1
C	Ultsch, Johannes; Mirwald, Jonas; Brembeck, Jonathan; de Castro, Ricardo	Reinforcement Learning-based Path Following Control for a Vehicle with Variable Delay in the Drivetrain	2020	2020 IEEE INTELLIGENT VEHICLES SYMPOSIUM (IV)	IEEE Intelligent Vehicles Symposium	532	539	In this contribution we propose a reinforcement learning-based controller able to solve the path following problem for vehicles with significant delay in the drivetrain. To efficiently train the controller, a control-oriented simulation model for a vehicle with combustion engine, automatic gear box and hydraulic brake system has been developed. In addition, to enhance the reinforcement learning-based controller, we have incorporated preview information in the feedback state to better deal with the delays. We present our approach of designing a reward function which enables the reinforcement learning-based controller to solve the problem. The controller is trained using the Soft Actor-Critic algorithm by incorporating the developed simulation model. Finally, the performance and robustness is evaluated in simulation. Our controller is able to follow an unseen path and is robust against variations in the vehicle parameters, in our case an additional payload.	Proceedings Paper	2020		[]	[]	-1	-1	-1
P	LEE S	Device for monitoring vehicle manufacturing process, has display unit that is provided for outputting status of production line, and failure analysis unit that is configured to update threshold value based on reinforcement learning						NOVELTY - The device (100) has a sensor unit that collects process data in a vehicle manufacturing process including manufacturing units for each unit of a vehicle and assembling through units. A defect analysis unit is provided to detect defects by defect type based on the process data. A display unit is provided for outputting the status of the production line in which the defect type and defect are detected. The threshold value for each of the reflected light amount and weight is updated based on the threshold setting information. An artificial neural network model is provided to perform reinforcement learning to adjust the step-by-step threshold based on process data. A failure analysis unit is configured to update the threshold value based on the reinforcement learning. USE - Device for monitoring vehicle manufacturing process, and for use with management server. ADVANTAGE - The device is provided for detecting defective portions by monitoring the production status of automotive portions that are mass-produced. The unevenness in the surface treatment process of the units and the assembly unit are detected through the three-dimensional image. DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for a method for monitoring vehicle manufacturing process. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic diagram of the device for monitoring vehicle manufacturing process. (Drawing includes non-English language text)Device for monitoring vehicle manufacturing process (100)Management server (200)				[]	[]	-1	-1	-1
P	WU Q; WANG W; DONG C; HE S; JIA Z	Method for recovering network route of unmanned            aerial vehicle based on reinforcement learning,            involves obtaining optimal strategy with minimum            end-to-end time delay value, and recovering            communication between source and target unmanned            vehicle						NOVELTY - The method involves obtaining a network architecture of an unmanned aerial vehicle group. A network architecture is obtained from a source unmanned aerial node to a target unmanned aerial network. A maximum allowable transmission rate of a single hop between each unmanned aerial plane node and a next hop unmanned aerial airplane node in each candidate route path is obtained according to a free space path loss model between unmanned aerial planes. A communication between the source unmanned airplane node and the target unmanned aircraft node is recovered based on a route path selected by an optimal strategy. USE - Method for recovering network route of an unmanned aerial vehicle based on reinforcement learning. Uses include but are not limited to national defence, detection, real-time monitoring, monitoring, sampling, search and rescue, agriculture, manufacturing industry and environment monitoring. ADVANTAGE - The method does not need extra collecting state data, the used data is the data sampled in the routing process, the calculation and energy consumption cost is low, and the routing path can be recovered in a short time. The method is used for solving the recovery problem of the unmanned aerial vehicle network after the route interruption caused by the condition of intentional attack. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic diagram of an unmanned aerial vehicle network architecture (Drawing includes non-English language text).				[]	[]	-1	-1	-1
